1 99
1000 74
2000 42
3000 37
4000 38
5000 37
6000 32
7000 32
8000 32
9000 32
10000 29
11000 29
12000 30
13000 29
14000 29
15000 29
16000 32
17000 29
18000 28
19000 28
20000 28
21000 28
22000 29
23000 28
24000 29
25000 28
26000 38
27000 28
28000 28
29000 28
30000 29
31000 28
32000 28
33000 28
34000 28
35000 28
36000 28
37000 28
38000 28
39000 27
40000 28
41000 27
42000 28
43000 28
44000 28
45000 27
46000 29
47000 28
48000 28
49000 28
50000 28
51000 27
52000 30
53000 28
54000 28
55000 27
56000 29
57000 28
58000 27
59000 27
60000 27
61000 28
62000 27
63000 27
64000 28
65000 28
66000 28
67000 29
68000 28
69000 27
70000 37
71000 28
72000 31
73000 29
74000 31
75000 27
76000 28
77000 28
78000 28
79000 28
80000 33
81000 29
82000 29
83000 32
84000 30
85000 32
86000 28
87000 29
88000 28
89000 28
90000 28
91000 28
92000 28
93000 28
94000 32
95000 28
96000 31
97000 28
98000 35
99000 27
100000 28
101000 28
102000 28
103000 28
104000 27
105000 27
106000 27
107000 28
108000 28
109000 27
110000 29
111000 28
112000 30
113000 28
114000 36
115000 28
116000 30
117000 28
118000 28
119000 27
120000 27
121000 28
122000 29
123000 29
124000 28
125000 29
126000 37
127000 29
128000 28
129000 28
130000 29
131000 27
132000 28
133000 28
134000 28
135000 29
136000 28
137000 27
138000 27
139000 29
140000 27
141000 28
142000 27
143000 33
144000 28
145000 32
146000 29
147000 27
148000 28
149000 27
150000 31
151000 27
152000 27
153000 28
154000 28
155000 27
156000 28
157000 28
158000 29
159000 28
160000 27
161000 28
162000 27
163000 27
164000 29
165000 29
166000 28
167000 28
168000 28
169000 28
170000 28
171000 32
172000 29
173000 27
174000 28
175000 27
176000 27
177000 27
178000 30
179000 30
180000 27
181000 28
182000 28
183000 28
184000 28
185000 27
186000 28
187000 28
188000 27
189000 28
190000 28
191000 29
192000 30
193000 28
194000 28
195000 29
196000 29
197000 27
198000 27
199000 29
200000 28
